"","Year","State","Name","Alcoholic Beverage Tax (T10)","Alcoholic Beverage Lic (T20)"
"516",2007,"06","CO STATE GOVT","34394","6097"
"517",2007,"07","CT STATE GOVT","40411","6385"
"518",2007,"08","DE STATE GOVT","14802","977"
"519",2007,"10","FL STATE GOVT","653721","36846"
"520",2007,"11","GA STATE GOVT","160068","1483"
"521",2007,"12","HI STATE GOVT","46034","0"
"522",2007,"13","ID STATE GOVT","7416","1600"
"523",2007,"14","IL STATE GOVT","155680","11387"
"524",2007,"15","IN STATE GOVT","39704","10848"
"525",2007,"16","IA STATE GOVT","14237","10499"
"526",2007,"17","KS STATE GOVT","101260","2603"
"527",2007,"18","KY STATE GOVT","102201","5345"
"528",2007,"19","LA STATE GOVT","53881","0"
"529",2007,"20","ME STATE GOVT","16976","4159"
"530",2007,"21","MD STATE GOVT","28682","1089"
"531",2007,"22","MA STATE GOVT","71728","3118"
"532",2007,"23","MI STATE GOVT","136483","13461"
"533",2007,"24","MN STATE GOVT","72315","1602"
"534",2007,"25","MS STATE GOVT","41977","2777"
"535",2007,"26","MO STATE GOVT","31324","4199"
"536",2007,"27","MT STATE GOVT","25669","1665"
"537",2007,"28","NE STATE GOVT","25828","282"
"538",2007,"29","NV STATE GOVT","39862","0"
"539",2007,"30","NH STATE GOVT","12519","3266"
"540",2007,"31","NJ STATE GOVT","103293","6909"
"541",2007,"32","NM STATE GOVT","41857","302"
"542",2007,"33","NY STATE GOVT","194222","58173"
"543",2007,"34","NC STATE GOVT","246163","14371"
"544",2007,"35","ND STATE GOVT","6447","280"
"545",2007,"36","OH STATE GOVT","91521","38706"
"546",2007,"37","OK STATE GOVT","79694","4843"
"547",2007,"38","OR STATE GOVT","13889","2836"
"548",2007,"39","PA STATE GOVT","264665","16183"
"549",2007,"40","RI STATE GOVT","11356","149"
"550",2007,"41","SC STATE GOVT","147401","8629"
"551",2007,"42","SD STATE GOVT","13414","315"
"552",2007,"43","TN STATE GOVT","112035","11524"
"553",2007,"44","TX STATE GOVT","735650","51375"
"554",2007,"45","UT STATE GOVT","35872","1842"
"555",2007,"46","VT STATE GOVT","19204","375"
"556",2007,"47","VA STATE GOVT","167754","11157"
"557",2007,"48","WA STATE GOVT","253225","11099"
"558",2007,"49","WV STATE GOVT","9012","11560"
"559",2007,"50","WI STATE GOVT","52205","1641"
"560",2007,"51","WY STATE GOVT","2776","0"
"561",2006,"00","US STATE GOVTS","4925215","423409"
"562",2006,"01","AL STATE GOVT","120662","2429"
"563",2006,"02","AK STATE GOVT","35225","1937"
"564",2006,"03","AZ STATE GOVT","61147","4616"
"565",2006,"04","AR STATE GOVT","45541","1581"
"566",2006,"05","CA STATE GOVT","318276","45927"
"567",2006,"06","CO STATE GOVT","33217","5756"
"568",2006,"07","CT STATE GOVT","41068","6226"
"569",2006,"08","DE STATE GOVT","14238","706"
"570",2006,"10","FL STATE GOVT","642926","35855"
"571",2006,"11","GA STATE GOVT","156124","795"
"572",2006,"12","HI STATE GOVT","45955","0"
"573",2006,"13","ID STATE GOVT","7089","1514"
"574",2006,"14","IL STATE GOVT","152300","11051"
"575",2006,"15","IN STATE GOVT","37375","10326"
"576",2006,"16","IA STATE GOVT","14269","9870"
"577",2006,"17","KS STATE GOVT","95867","2592"
"578",2006,"18","KY STATE GOVT","97582","5076"
"579",2006,"19","LA STATE GOVT","53132","0"
"580",2006,"20","ME STATE GOVT","14090","3593"
"581",2006,"21","MD STATE GOVT","27943","1009"
"582",2006,"22","MA STATE GOVT","69526","2892"
"583",2006,"23","MI STATE GOVT","133284","13219"
"584",2006,"24","MN STATE GOVT","70938","1557"
"585",2006,"25","MS STATE GOVT","42200","2418"
"586",2006,"26","MO STATE GOVT","29543","4125"
"587",2006,"27","MT STATE GOVT","23574","1948"
"588",2006,"28","NE STATE GOVT","24819","169"
"589",2006,"29","NV STATE GOVT","38262","0"
"590",2006,"30","NH STATE GOVT","12624","2892"
"591",2006,"31","NJ STATE GOVT","101965","12844"
"592",2006,"32","NM STATE GOVT","37100","842"
"593",2006,"33","NY STATE GOVT","191013","42325"
"594",2006,"34","NC STATE GOVT","232768","14277"
"595",2006,"35","ND STATE GOVT","6341","270"
"596",2006,"36","OH STATE GOVT","91783","38295"
"597",2006,"37","OK STATE GOVT","74859","5065"
"598",2006,"38","OR STATE GOVT","13643","3310"
"599",2006,"39","PA STATE GOVT","249194","15606"
"600",2006,"40","RI STATE GOVT","11254","153"
"601",2006,"41","SC STATE GOVT","143034","8713"
"602",2006,"42","SD STATE GOVT","12654","315"
"603",2006,"43","TN STATE GOVT","105470","11139"
"604",2006,"44","TX STATE GOVT","680748","51931"
"605",2006,"45","UT STATE GOVT","33049","1990"
"606",2006,"46","VT STATE GOVT","18614","427"
"607",2006,"47","VA STATE GOVT","160703","10750"
"608",2006,"48","WA STATE GOVT","240744","10754"
"609",2006,"49","WV STATE GOVT","9053","12893"
"610",2006,"50","WI STATE GOVT","50782","1431"
"611",2006,"51","WY STATE GOVT","1648","0"
"612",2005,"00","US STATE GOVTS","4705820","378440"
"613",2005,"01","AL STATE GOVT","118288","2468"
"614",2005,"02","AK STATE GOVT","34638","1768"
"615",2005,"03","AZ STATE GOVT","59222","4799"
"616",2005,"04","AR STATE GOVT","43307","1765"
"617",2005,"05","CA STATE GOVT","314252","45363"
"618",2005,"06","CO STATE GOVT","31593","5670"
"619",2005,"07","CT STATE GOVT","44236","6346"
"620",2005,"08","DE STATE GOVT","13777","846"
"621",2005,"10","FL STATE GOVT","622635","34295"
"622",2005,"11","GA STATE GOVT","150037","1699"
"623",2005,"12","HI STATE GOVT","43717","0"
"624",2005,"13","ID STATE GOVT","6813","1517"
"625",2005,"14","IL STATE GOVT","147238","11424"
"626",2005,"15","IN STATE GOVT","38719","9920"
"627",2005,"16","IA STATE GOVT","14062","9376"
"628",2005,"17","KS STATE GOVT","90244","2455"
"629",2005,"18","KY STATE GOVT","81751","5437"
"630",2005,"19","LA STATE GOVT","54215","0"
"631",2005,"20","ME STATE GOVT","12742","2866"
"632",2005,"21","MD STATE GOVT","27352","1015"
"633",2005,"22","MA STATE GOVT","69251","2871"
"634",2005,"23","MI STATE GOVT","150888","13305"
"635",2005,"24","MN STATE GOVT","69272","1058"
"636",2005,"25","MS STATE GOVT","39993","2458"
"637",2005,"26","MO STATE GOVT","28307","3992"
"638",2005,"27","MT STATE GOVT","21737","1646"
"639",2005,"28","NE STATE GOVT","24087","350"
"640",2005,"29","NV STATE GOVT","36332","0"
"641",2005,"30","NH STATE GOVT","12227","3209"
"642",2005,"31","NJ STATE GOVT","99359","9504"
"643",2005,"32","NM STATE GOVT","34627","825"
"644",2005,"33","NY STATE GOVT","184610","42400"
"645",2005,"34","NC STATE GOVT","220546","14093"
"646",2005,"35","ND STATE GOVT","5980","264"
"647",2005,"36","OH STATE GOVT","89920","33315"
"648",2005,"37","OK STATE GOVT","70999","4871"
"649",2005,"38","OR STATE GOVT","13555","2694"
"650",2005,"39","PA STATE GOVT","237405","14538"
"651",2005,"40","RI STATE GOVT","11241","152"
"652",2005,"41","SC STATE GOVT","141827","9572"
"653",2005,"42","SD STATE GOVT","12416","305"
"654",2005,"43","TN STATE GOVT","97423","1033"
"655",2005,"44","TX STATE GOVT","626378","32001"
"656",2005,"45","UT STATE GOVT","30177","1775"
"657",2005,"46","VT STATE GOVT","17878","442"
"658",2005,"47","VA STATE GOVT","151987","10416"
"659",2005,"48","WA STATE GOVT","199426","10175"
"660",2005,"49","WV STATE GOVT","8646","11616"
"661",2005,"50","WI STATE GOVT","49301","530"
"662",2005,"51","WY STATE GOVT","1187","1"
"663",2004,"00","US STATE GOVTS","4593295","390435"
"664",2004,"01","AL STATE GOVT","137222","2491"
"665",2004,"02","AK STATE GOVT","32746","1829"
"666",2004,"03","AZ STATE GOVT","55954","3732"
"667",2004,"04","AR STATE GOVT","41240","1652"
"668",2004,"05","CA STATE GOVT","312826","43841"
"669",2004,"06","CO STATE GOVT","31317","5632"
"670",2004,"07","CT STATE GOVT","44026","6092"
"671",2004,"08","DE STATE GOVT","13385","614"
"672",2004,"10","FL STATE GOVT","591682","34492"
"673",2004,"11","GA STATE GOVT","149801","2331"
"674",2004,"12","HI STATE GOVT","41250","0"
"675",2004,"13","ID STATE GOVT","6609","1309"
"676",2004,"14","IL STATE GOVT","147883","10838"
"677",2004,"15","IN STATE GOVT","38509","9648"
"678",2004,"16","IA STATE GOVT","12709","8710"
"679",2004,"17","KS STATE GOVT","87637","2460"
"680",2004,"18","KY STATE GOVT","79104","5104"
"681",2004,"19","LA STATE GOVT","53422","0"
"682",2004,"20","ME STATE GOVT","12628","3090"
"683",2004,"21","MD STATE GOVT","26863","960"
"684",2004,"22","MA STATE GOVT","68522","2937"
"685",2004,"23","MI STATE GOVT","149424","13079"
"686",2004,"24","MN STATE GOVT","69497","1039"
"687",2004,"25","MS STATE GOVT","39793","2346"
"688",2004,"26","MO STATE GOVT","28026","3886"
"689",2004,"27","MT STATE GOVT","20570","1976"
"690",2004,"28","NE STATE GOVT","23159","285"
"691",2004,"29","NV STATE GOVT","33867","0"
"692",2004,"30","NH STATE GOVT","12239","17514"
"693",2004,"31","NJ STATE GOVT","87357","8736"
"694",2004,"32","NM STATE GOVT","37503","963"
"695",2004,"33","NY STATE GOVT","191128","46000"
"696",2004,"34","NC STATE GOVT","212224","13796"
"697",2004,"35","ND STATE GOVT","5910","259"
"698",2004,"36","OH STATE GOVT","88267","29843"
"699",2004,"37","OK STATE GOVT","68420","5204"
"700",2004,"38","OR STATE GOVT","13306","2610"
"701",2004,"39","PA STATE GOVT","221410","14765"
"702",2004,"40","RI STATE GOVT","10607","99"
"703",2004,"41","SC STATE GOVT","146658","8076"
"704",2004,"42","SD STATE GOVT","12435","296"
"705",2004,"43","TN STATE GOVT","92062","2444"
"706",2004,"44","TX STATE GOVT","601841","38515"
"707",2004,"45","UT STATE GOVT","28700","1147"
"708",2004,"46","VT STATE GOVT","16893","520"
"709",2004,"47","VA STATE GOVT","146019","8209"
"710",2004,"48","WA STATE GOVT","192618","10045"
"711",2004,"49","WV STATE GOVT","8624","10489"
"712",2004,"50","WI STATE GOVT","48071","527"
"713",2004,"51","WY STATE GOVT","1332","5"
"714",2003,"00","US STATE GOVTS","4398717","345932"
"715",2003,"01","AL STATE GOVT","126519","2436"
"716",2003,"02","AK STATE GOVT","22466","1891"
"717",2003,"03","AZ STATE GOVT","54067","4165"
"718",2003,"04","AR STATE GOVT","33817","1652"
"719",2003,"05","CA STATE GOVT","290564","40735"
"720",2003,"06","CO STATE GOVT","30286","5398"
"721",2003,"07","CT STATE GOVT","42491","5933"
"722",2003,"08","DE STATE GOVT","12239","828"
"723",2003,"10","FL STATE GOVT","607748","33377"
"724",2003,"11","GA STATE GOVT","142010","3656"
"725",2003,"12","HI STATE GOVT","41185","0"
"726",2003,"13","ID STATE GOVT","6326","1261"
"727",2003,"14","IL STATE GOVT","141981","4091"
"728",2003,"15","IN STATE GOVT","37679","8966"
"729",2003,"16","IA STATE GOVT","12659","9068"
"730",2003,"17","KS STATE GOVT","83982","2404"
"731",2003,"18","KY STATE GOVT","75858","4528"
"732",2003,"19","LA STATE GOVT","52721","0"
"733",2003,"20","ME STATE GOVT","44243","4679"
"734",2003,"21","MD STATE GOVT","25651","584"
"735",2003,"22","MA STATE GOVT","66956","1416"
"736",2003,"23","MI STATE GOVT","124149","11945"
"737",2003,"24","MN STATE GOVT","62832","929"
"738",2003,"25","MS STATE GOVT","39520","2259"
"739",2003,"26","MO STATE GOVT","26810","3809"
"740",2003,"27","MT STATE GOVT","19300","1758"
"741",2003,"28","NE STATE GOVT","17834","254"
"742",2003,"29","NV STATE GOVT","17284","0"
"743",2003,"30","NH STATE GOVT","12045","17487"
"744",2003,"31","NJ STATE GOVT","83075","6784"
"745",2003,"32","NM STATE GOVT","36600","852"
"746",2003,"33","NY STATE GOVT","181499","14182"
"747",2003,"34","NC STATE GOVT","199582","13468"
"748",2003,"35","ND STATE GOVT","5662","251"
"749",2003,"36","OH STATE GOVT","87258","29843"
"750",2003,"37","OK STATE GOVT","66325","3729"
"751",2003,"38","OR STATE GOVT","13005","2180"
"752",2003,"39","PA STATE GOVT","219908","14697"
"753",2003,"40","RI STATE GOVT","10452","76"
"754",2003,"41","SC STATE GOVT","142155","8095"
"755",2003,"42","SD STATE GOVT","11069","299"
"756",2003,"43","TN STATE GOVT","87650","2322"
"757",2003,"44","TX STATE GOVT","567796","36773"
"758",2003,"45","UT STATE GOVT","28156","1219"
"759",2003,"46","VT STATE GOVT","16247","455"
"760",2003,"47","VA STATE GOVT","139455","7479"
"761",2003,"48","WA STATE GOVT","180557","9314"
"762",2003,"49","WV STATE GOVT","8652","17972"
"763",2003,"50","WI STATE GOVT","41109","428"
"764",2003,"51","WY STATE GOVT","1283","5"
"765",2002,"00","US STATE GOVTS","4249208","328043"
"766",2002,"01","AL STATE GOVT","129876","2424"
"767",2002,"02","AK STATE GOVT","12889","1523"
"768",2002,"03","AZ STATE GOVT","52641","3906"
"769",2002,"04","AR STATE GOVT","30402","1579"
"770",2002,"05","CA STATE GOVT","292627","36680"
"771",2002,"06","CO STATE GOVT","30028","4753"
"772",2002,"07","CT STATE GOVT","41619","5874"
"773",2002,"08","DE STATE GOVT","11739","627"
"774",2002,"10","FL STATE GOVT","547682","30607"
"775",2002,"11","GA STATE GOVT","144022","1892"
"776",2002,"12","HI STATE GOVT","39090","0"
"777",2002,"13","ID STATE GOVT","6212","1255"
"778",2002,"14","IL STATE GOVT","140854","4120"
"779",2002,"15","IN STATE GOVT","37458","8691"
"780",2002,"16","IA STATE GOVT","12508","8756"
"781",2002,"17","KS STATE GOVT","81834","2281"
"782",2002,"18","KY STATE GOVT","72545","5283"
"783",2002,"19","LA STATE GOVT","51360","0"
"784",2002,"20","ME STATE GOVT","42891","4342"
"785",2002,"21","MD STATE GOVT","25754","573"
"786",2002,"22","MA STATE GOVT","65927","1422"
"787",2002,"23","MI STATE GOVT","138310","12208"
"788",2002,"24","MN STATE GOVT","57495","956"
"789",2002,"25","MS STATE GOVT","39690","2232"
"790",2002,"26","MO STATE GOVT","25908","4395"
"791",2002,"27","MT STATE GOVT","18388","2153"
"792",2002,"28","NE STATE GOVT","17534","274"
"793",2002,"29","NV STATE GOVT","16717","0"
"794",2002,"30","NH STATE GOVT","11882","16642"
"795",2002,"31","NJ STATE GOVT","81280","6364"
"796",2002,"32","NM STATE GOVT","35471","873"
"797",2002,"33","NY STATE GOVT","177991","31985"
"798",2002,"34","NC STATE GOVT","202528","6817"
"799",2002,"35","ND STATE GOVT","5494","252"
"800",2002,"36","OH STATE GOVT","85837","24489"
"801",2002,"37","OK STATE GOVT","64729","5502"
"802",2002,"38","OR STATE GOVT","12684","2800"
"803",2002,"39","PA STATE GOVT","197426","14400"
"804",2002,"40","RI STATE GOVT","10271","78"
"805",2002,"41","SC STATE GOVT","124110","6894"
"806",2002,"42","SD STATE GOVT","11143","279"
"807",2002,"43","TN STATE GOVT","80107","2591"
"808",2002,"44","TX STATE GOVT","560197","32268"
"809",2002,"45","UT STATE GOVT","26080","922"
"810",2002,"46","VT STATE GOVT","15579","441"
"811",2002,"47","VA STATE GOVT","132878","7288"
"812",2002,"48","WA STATE GOVT","174170","9139"
"813",2002,"49","WV STATE GOVT","8621","8717"
"814",2002,"50","WI STATE GOVT","45581","490"
"815",2002,"51","WY STATE GOVT","1149","6"
"816",2001,"00","US STATE GOVTS","4166633","300007"
"817",2001,"01","AL STATE GOVT","128848","2207"
"818",2001,"02","AK STATE GOVT","12003","1117"
"819",2001,"03","AZ STATE GOVT","51406","1127"
"820",2001,"04","AR STATE GOVT","29072","1546"
"821",2001,"05","CA STATE GOVT","288451","33333"
"822",2001,"06","CO STATE GOVT","30439","4835"
"823",2001,"07","CT STATE GOVT","41146","5822"
"824",2001,"08","DE STATE GOVT","11611","790"
"825",2001,"10","FL STATE GOVT","545488","29821"
"826",2001,"11","GA STATE GOVT","140367","2336"
"827",2001,"12","HI STATE GOVT","37782","0"
"828",2001,"13","ID STATE GOVT","6057","1156"
"829",2001,"14","IL STATE GOVT","140643","4041"
"830",2001,"15","IN STATE GOVT","33078","7992"
"831",2001,"16","IA STATE GOVT","12209","9223"
"832",2001,"17","KS STATE GOVT","77896","2325"
"833",2001,"18","KY STATE GOVT","69876","1152"
"834",2001,"19","LA STATE GOVT","52392","0"
"835",2001,"20","ME STATE GOVT","40900","4290"
"836",2001,"21","MD STATE GOVT","24522","541"
"837",2001,"22","MA STATE GOVT","64793","1369"
"838",2001,"23","MI STATE GOVT","136591","12065"
"839",2001,"24","MN STATE GOVT","60610","891"
"840",2001,"25","MS STATE GOVT","39256","2242"
"841",2001,"26","MO STATE GOVT","25912","3683"
"842",2001,"27","MT STATE GOVT","17541","1722"
"843",2001,"28","NE STATE GOVT","17290","266"
"844",2001,"29","NV STATE GOVT","16468","0"
"845",2001,"30","NH STATE GOVT","11462","2752"
"846",2001,"31","NJ STATE GOVT","79889","6455"
"847",2001,"32","NM STATE GOVT","34738","817"
"848",2001,"33","NY STATE GOVT","179157","31353"
"849",2001,"34","NC STATE GOVT","199844","7081"
"850",2001,"35","ND STATE GOVT","4892","256"
"851",2001,"36","OH STATE GOVT","81029","24335"
"852",2001,"37","OK STATE GOVT","61994","5984"
"853",2001,"38","OR STATE GOVT","12616","1313"
"854",2001,"39","PA STATE GOVT","187662","14459"
"855",2001,"40","RI STATE GOVT","9450","67"
"856",2001,"41","SC STATE GOVT","129133","8295"
"857",2001,"42","SD STATE GOVT","11070","285"
"858",2001,"43","TN STATE GOVT","78471","2275"
"859",2001,"44","TX STATE GOVT","541305","32490"
"860",2001,"45","UT STATE GOVT","25020","852"
"861",2001,"46","VT STATE GOVT","15386","427"
"862",2001,"47","VA STATE GOVT","127638","7167"
"863",2001,"48","WA STATE GOVT","168777","8211"
"864",2001,"49","WV STATE GOVT","8197","8744"
"865",2001,"50","WI STATE GOVT","44907","488"
"866",2001,"51","WY STATE GOVT","1349","9"
"867",2000,"00","US STATE GOVTS","4104031","292252"
"868",2000,"01","AL STATE GOVT","123164","2365"
"869",2000,"02","AK STATE GOVT","12655","1301"
"870",2000,"03","AZ STATE GOVT","50923","2381"
"871",2000,"04","AR STATE GOVT","28845","1605"
"872",2000,"05","CA STATE GOVT","282165","34275"
"873",2000,"06","CO STATE GOVT","27110","4275"
"874",2000,"07","CT STATE GOVT","44886","5900"
"875",2000,"08","DE STATE GOVT","10936","593"
"876",2000,"10","FL STATE GOVT","575169","30488"
"877",2000,"11","GA STATE GOVT","139830","1959"
"878",2000,"12","HI STATE GOVT","39000","0"
"879",2000,"13","ID STATE GOVT","5979","1201"
"880",2000,"14","IL STATE GOVT","127868","4208"
"881",2000,"15","IN STATE GOVT","31406","7764"
"882",2000,"16","IA STATE GOVT","12265","7976"
"883",2000,"17","KS STATE GOVT","73487","2200"
"884",2000,"18","KY STATE GOVT","68408","4113"
"885",2000,"19","LA STATE GOVT","54923","0"
"886",2000,"20","ME STATE GOVT","34308","3073"
"887",2000,"21","MD STATE GOVT","24400","540"
"888",2000,"22","MA STATE GOVT","63768","1282"
"889",2000,"23","MI STATE GOVT","132648","11797"
"890",2000,"24","MN STATE GOVT","61735","858"
"891",2000,"25","MS STATE GOVT","39894","2038"
"892",2000,"26","MO STATE GOVT","25339","3679"
"893",2000,"27","MT STATE GOVT","17234","1707"
"894",2000,"28","NE STATE GOVT","17368","260"
"895",2000,"29","NV STATE GOVT","16390","0"
"896",2000,"30","NH STATE GOVT","11878","3111"
"897",2000,"31","NJ STATE GOVT","78161","6250"
"898",2000,"32","NM STATE GOVT","36748","3763"
"899",2000,"33","NY STATE GOVT","182914","22951"
"900",2000,"34","NC STATE GOVT","192629","5468"
"901",2000,"35","ND STATE GOVT","5431","243"
"902",2000,"36","OH STATE GOVT","83776","24658"
"903",2000,"37","OK STATE GOVT","60889","6051"
"904",2000,"38","OR STATE GOVT","12707","2232"
"905",2000,"39","PA STATE GOVT","179655","14554"
"906",2000,"40","RI STATE GOVT","9567","9"
"907",2000,"41","SC STATE GOVT","128848","6660"
"908",2000,"42","SD STATE GOVT","10761","269"
"909",2000,"43","TN STATE GOVT","75918","1956"
"910",2000,"44","TX STATE GOVT","514804","30417"
"911",2000,"45","UT STATE GOVT","23943","822"
"912",2000,"46","VT STATE GOVT","14159","435"
"913",2000,"47","VA STATE GOVT","123448","7085"
"914",2000,"48","WA STATE GOVT","162228","8098"
"915",2000,"49","WV STATE GOVT","8401","8747"
"916",2000,"50","WI STATE GOVT","43956","470"
"917",2000,"51","WY STATE GOVT","1107","165"
"918",1999,"00","US STATE GOVTS","3899541","304692"
"919",1999,"01","AL STATE GOVT","120650","2415"
"920",1999,"02","AK STATE GOVT","12159","1137"
"921",1999,"03","AZ STATE GOVT","48152","4217"
"922",1999,"04","AR STATE GOVT","27658","1594"
"923",1999,"05","CA STATE GOVT","273398","36115"
"924",1999,"06","CO STATE GOVT","26193","4571"
"925",1999,"07","CT STATE GOVT","44143","5679"
"926",1999,"08","DE STATE GOVT","11155","830"
"927",1999,"10","FL STATE GOVT","576762","28649"
"928",1999,"11","GA STATE GOVT","133219","2369"
"929",1999,"12","HI STATE GOVT","38508","0"
"930",1999,"13","ID STATE GOVT","5762","1141"
"931",1999,"14","IL STATE GOVT","57235","4124"
"932",1999,"15","IN STATE GOVT","30558","7352"
"933",1999,"16","IA STATE GOVT","11916","8289"
"934",1999,"17","KS STATE GOVT","69580","2167"
"935",1999,"18","KY STATE GOVT","65351","4048"
"936",1999,"19","LA STATE GOVT","50144","2300"
"937",1999,"20","ME STATE GOVT","32658","2911"
"938",1999,"21","MD STATE GOVT","23908","411"
"939",1999,"22","MA STATE GOVT","61520","1294"
"940",1999,"23","MI STATE GOVT","124843","11839"
"941",1999,"24","MN STATE GOVT","58401","846"
"942",1999,"25","MS STATE GOVT","39778","1929"
"943",1999,"26","MO STATE GOVT","24797","3634"
"944",1999,"27","MT STATE GOVT","16127","1784"
"945",1999,"28","NE STATE GOVT","16792","255"
"946",1999,"29","NV STATE GOVT","15342","0"
"947",1999,"30","NH STATE GOVT","11564","3078"
"948",1999,"31","NJ STATE GOVT","75975","6400"
"949",1999,"32","NM STATE GOVT","35562","4318"
"950",1999,"33","NY STATE GOVT","181999","29092"
"951",1999,"34","NC STATE GOVT","182970","8237"
"952",1999,"35","ND STATE GOVT","5857","243"
"953",1999,"36","OH STATE GOVT","82197","24511"
"954",1999,"37","OK STATE GOVT","58904","5622"
"955",1999,"38","OR STATE GOVT","12087","1837"
"956",1999,"39","PA STATE GOVT","170511","14578"
"957",1999,"40","RI STATE GOVT","9314","10"
"958",1999,"41","SC STATE GOVT","124925","7079"
"959",1999,"42","SD STATE GOVT","10804","250"
"960",1999,"43","TN STATE GOVT","72951","2434"
"961",1999,"44","TX STATE GOVT","483172","29316"
"962",1999,"45","UT STATE GOVT","22610","813"
"963",1999,"46","VT STATE GOVT","14023","423"
"964",1999,"47","VA STATE GOVT","116216","7088"
"965",1999,"48","WA STATE GOVT","159739","7763"
"966",1999,"49","WV STATE GOVT","8080","9146"
"967",1999,"50","WI STATE GOVT","42104","391"
"968",1999,"51","WY STATE GOVT","1268","163"
"969",1998,"00","US STATE GOVTS","3765443","302569"
"970",1998,"01","AL STATE GOVT","117940","2458"
"971",1998,"02","AK STATE GOVT","11771","1297"
"972",1998,"03","AZ STATE GOVT","46144","3883"
"973",1998,"04","AR STATE GOVT","26647","1551"
"974",1998,"05","CA STATE GOVT","270529","33888"
"975",1998,"06","CO STATE GOVT","25359","4139"
"976",1998,"07","CT STATE GOVT","43428","5838"
"977",1998,"08","DE STATE GOVT","9652","625"
"978",1998,"10","FL STATE GOVT","565188","29917"
"979",1998,"11","GA STATE GOVT","127418","3566"
"980",1998,"12","HI STATE GOVT","38894","0"
"981",1998,"13","ID STATE GOVT","5507","1139"
"982",1998,"14","IL STATE GOVT","57034","4179"
"983",1998,"15","IN STATE GOVT","31706","7795"
"984",1998,"16","IA STATE GOVT","11497","8336"
"985",1998,"17","KS STATE GOVT","66180","2121"
"986",1998,"18","KY STATE GOVT","63470","2072"
"987",1998,"19","LA STATE GOVT","52304","2300"
"988",1998,"20","ME STATE GOVT","33396","2967"
"989",1998,"21","MD STATE GOVT","23939","493"
"990",1998,"22","MA STATE GOVT","60849","1163"
"991",1998,"23","MI STATE GOVT","125169","11764"
"992",1998,"24","MN STATE GOVT","57029","836"
"993",1998,"25","MS STATE GOVT","39260","3433"
"994",1998,"26","MO STATE GOVT","23820","3552"
"995",1998,"27","MT STATE GOVT","15511","1926"
"996",1998,"28","NE STATE GOVT","16583","252"
"997",1998,"29","NV STATE GOVT","15806","0"
"998",1998,"30","NH STATE GOVT","11197","3126"
"999",1998,"31","NJ STATE GOVT","74851","5919"
"1000",1998,"32","NM STATE GOVT","34904","4318"
"1001",1998,"33","NY STATE GOVT","182959","30533"
"1002",1998,"34","NC STATE GOVT","155352","6797"
"1003",1998,"35","ND STATE GOVT","5283","243"
"1004",1998,"36","OH STATE GOVT","80390","24707"
"1005",1998,"37","OK STATE GOVT","56904","5501"
"1006",1998,"38","OR STATE GOVT","12036","1938"
"1007",1998,"39","PA STATE GOVT","161427","14513"
"1008",1998,"40","RI STATE GOVT","7849","7"
"1009",1998,"41","SC STATE GOVT","121258","5946"
"1010",1998,"42","SD STATE GOVT","9872","296"
"1011",1998,"43","TN STATE GOVT","69634","2045"
"1012",1998,"44","TX STATE GOVT","456035","28134"
"1013",1998,"45","UT STATE GOVT","21183","749"
"1014",1998,"46","VT STATE GOVT","13576","456"
"1015",1998,"47","VA STATE GOVT","111165","6685"
"1016",1998,"48","WA STATE GOVT","146379","9210"
"1017",1998,"49","WV STATE GOVT","8032","9433"
"1018",1998,"50","WI STATE GOVT","41995","389"
"1019",1998,"51","WY STATE GOVT","1132","134"
"1020",1997,"00","US STATE GOVTS","3702852","305801"
"1021",1997,"01","AL STATE GOVT","117004","2301"
"1022",1997,"02","AK STATE GOVT","11553","1096"
"1023",1997,"03","AZ STATE GOVT","45093","4153"
"1024",1997,"04","AR STATE GOVT","26218","1575"
"1025",1997,"05","CA STATE GOVT","269613","34340"
"1026",1997,"06","CO STATE GOVT","24397","3757"
"1027",1997,"07","CT STATE GOVT","44672","5763"
"1028",1997,"08","DE STATE GOVT","10868","861"
"1029",1997,"10","FL STATE GOVT","553520","28303"
"1030",1997,"11","GA STATE GOVT","125019","10619"
"1031",1997,"12","HI STATE GOVT","38347","0"
"1032",1997,"13","ID STATE GOVT","5372","1116"
"1033",1997,"14","IL STATE GOVT","56650","4386"
"1034",1997,"15","IN STATE GOVT","32433","7783"
"1035",1997,"16","IA STATE GOVT","12479","8400"
"1036",1997,"17","KS STATE GOVT","63025","2074"
"1037",1997,"18","KY STATE GOVT","61466","1996"
"1038",1997,"19","LA STATE GOVT","50041","2100"
"1039",1997,"20","ME STATE GOVT","32254","3090"
"1040",1997,"21","MD STATE GOVT","23378","520"
"1041",1997,"22","MA STATE GOVT","60880","1159"
"1042",1997,"23","MI STATE GOVT","118243","11703"
"1043",1997,"24","MN STATE GOVT","56054","820"
"1044",1997,"25","MS STATE GOVT","38918","3288"
"1045",1997,"26","MO STATE GOVT","23514","3552"
"1046",1997,"27","MT STATE GOVT","16311","1569"
"1047",1997,"28","NE STATE GOVT","16155","249"
"1048",1997,"29","NV STATE GOVT","14232","0"
"1049",1997,"30","NH STATE GOVT","11104","3140"
"1050",1997,"31","NJ STATE GOVT","76111","5498"
"1051",1997,"32","NM STATE GOVT","34660","3772"
"1052",1997,"33","NY STATE GOVT","186845","28331"
"1053",1997,"34","NC STATE GOVT","170985","5863"
