"","Year","State","Name","Alcoholic Beverage Tax (T10)","Alcoholic Beverage Lic (T20)"
"1575",1987,"46","VT STATE GOVT","14822","545"
"1576",1987,"47","VA STATE GOVT","95257","4960"
"1577",1987,"48","WA STATE GOVT","105493","8157"
"1578",1987,"49","WV STATE GOVT","7401","6041"
"1579",1987,"50","WI STATE GOVT","44588","232"
"1580",1987,"51","WY STATE GOVT","1286","0"
"1581",1986,"00","US STATE GOVTS","3072009","239912"
"1582",1986,"01","AL STATE GOVT","96245","1431"
"1583",1986,"02","AK STATE GOVT","13337","1703"
"1584",1986,"03","AZ STATE GOVT","40849","2299"
"1585",1986,"04","AR STATE GOVT","23449","961"
"1586",1986,"05","CA STATE GOVT","133892","30702"
"1587",1986,"06","CO STATE GOVT","23830","2400"
"1588",1986,"07","CT STATE GOVT","31985","6001"
"1589",1986,"08","DE STATE GOVT","5034","545"
"1590",1986,"10","FL STATE GOVT","435196","17243"
"1591",1986,"11","GA STATE GOVT","114786","1708"
"1592",1986,"12","HI STATE GOVT","29852","0"
"1593",1986,"13","ID STATE GOVT","9212","984"
"1594",1986,"14","IL STATE GOVT","69385","1796"
"1595",1986,"15","IN STATE GOVT","36438","9189"
"1596",1986,"16","IA STATE GOVT","14825","5072"
"1597",1986,"17","KS STATE GOVT","44788","1264"
"1598",1986,"18","KY STATE GOVT","48504","1921"
"1599",1986,"19","LA STATE GOVT","58133","2112"
"1600",1986,"20","ME STATE GOVT","31539","1758"
"1601",1986,"21","MD STATE GOVT","27993","337"
"1602",1986,"22","MA STATE GOVT","80645","750"
"1603",1986,"23","MI STATE GOVT","94353","19563"
"1604",1986,"24","MN STATE GOVT","51379","540"
"1605",1986,"25","MS STATE GOVT","35390","1262"
"1606",1986,"26","MO STATE GOVT","24813","2365"
"1607",1986,"27","MT STATE GOVT","14143","1487"
"1608",1986,"28","NE STATE GOVT","14602","265"
"1609",1986,"29","NV STATE GOVT","14121","28"
"1610",1986,"30","NH STATE GOVT","11016","2149"
"1611",1986,"31","NJ STATE GOVT","58563","3558"
"1612",1986,"32","NM STATE GOVT","17759","849"
"1613",1986,"33","NY STATE GOVT","160210","30997"
"1614",1986,"34","NC STATE GOVT","127269","2424"
"1615",1986,"35","ND STATE GOVT","5813","252"
"1616",1986,"36","OH STATE GOVT","69749","17378"
"1617",1986,"37","OK STATE GOVT","51989","4714"
"1618",1986,"38","OR STATE GOVT","10831","1601"
"1619",1986,"39","PA STATE GOVT","135083","11537"
"1620",1986,"40","RI STATE GOVT","7716","180"
"1621",1986,"41","SC STATE GOVT","103490","5598"
"1622",1986,"42","SD STATE GOVT","8597","218"
"1623",1986,"43","TN STATE GOVT","61615","1327"
"1624",1986,"44","TX STATE GOVT","348660","24040"
"1625",1986,"45","UT STATE GOVT","16701","309"
"1626",1986,"46","VT STATE GOVT","14806","527"
"1627",1986,"47","VA STATE GOVT","97741","3827"
"1628",1986,"48","WA STATE GOVT","97187","6558"
"1629",1986,"49","WV STATE GOVT","7238","5946"
"1630",1986,"50","WI STATE GOVT","39830","237"
"1631",1986,"51","WY STATE GOVT","1428","0"
"1632",1985,"00","US STATE GOVTS","3031347","234732"
"1633",1985,"01","AL STATE GOVT","92178","2382"
"1634",1985,"02","AK STATE GOVT","13634","1702"
"1635",1985,"03","AZ STATE GOVT","37937","2289"
"1636",1985,"04","AR STATE GOVT","24200","1006"
"1637",1985,"05","CA STATE GOVT","134753","29697"
"1638",1985,"06","CO STATE GOVT","24840","2377"
"1639",1985,"07","CT STATE GOVT","32676","6419"
"1640",1985,"08","DE STATE GOVT","5137","578"
"1641",1985,"10","FL STATE GOVT","421764","17383"
"1642",1985,"11","GA STATE GOVT","109410","1699"
"1643",1985,"12","HI STATE GOVT","20635","0"
"1644",1985,"13","ID STATE GOVT","9237","989"
"1645",1985,"14","IL STATE GOVT","69814","1899"
"1646",1985,"15","IN STATE GOVT","37006","8645"
"1647",1985,"16","IA STATE GOVT","16271","4424"
"1648",1985,"17","KS STATE GOVT","43120","1227"
"1649",1985,"18","KY STATE GOVT","48758","1866"
"1650",1985,"19","LA STATE GOVT","73505","2309"
"1651",1985,"20","ME STATE GOVT","31300","1650"
"1652",1985,"21","MD STATE GOVT","28431","338"
"1653",1985,"22","MA STATE GOVT","83547","564"
"1654",1985,"23","MI STATE GOVT","91473","20017"
"1655",1985,"24","MN STATE GOVT","52228","494"
"1656",1985,"25","MS STATE GOVT","35405","2544"
"1657",1985,"26","MO STATE GOVT","24785","2208"
"1658",1985,"27","MT STATE GOVT","13855","1411"
"1659",1985,"28","NE STATE GOVT","13143","248"
"1660",1985,"29","NV STATE GOVT","13104","23"
"1661",1985,"30","NH STATE GOVT","10602","2063"
"1662",1985,"31","NJ STATE GOVT","58410","3975"
"1663",1985,"32","NM STATE GOVT","15692","807"
"1664",1985,"33","NY STATE GOVT","171407","31788"
"1665",1985,"34","NC STATE GOVT","122418","2255"
"1666",1985,"35","ND STATE GOVT","5951","245"
"1667",1985,"36","OH STATE GOVT","70211","15817"
"1668",1985,"37","OK STATE GOVT","41631","1761"
"1669",1985,"38","OR STATE GOVT","10887","1303"
"1670",1985,"39","PA STATE GOVT","130176","11468"
"1671",1985,"40","RI STATE GOVT","7609","155"
"1672",1985,"41","SC STATE GOVT","101983","1446"
"1673",1985,"42","SD STATE GOVT","8757","208"
"1674",1985,"43","TN STATE GOVT","61457","1424"
"1675",1985,"44","TX STATE GOVT","332897","25905"
"1676",1985,"45","UT STATE GOVT","16802","283"
"1677",1985,"46","VT STATE GOVT","14232","526"
"1678",1985,"47","VA STATE GOVT","92754","3527"
"1679",1985,"48","WA STATE GOVT","103047","7057"
"1680",1985,"49","WV STATE GOVT","6963","6118"
"1681",1985,"50","WI STATE GOVT","43864","213"
"1682",1985,"51","WY STATE GOVT","1451","0"
"1683",1984,"00","US STATE GOVTS","2900195","260946"
"1684",1984,"01","AL STATE GOVT","90262","1849"
"1685",1984,"02","AK STATE GOVT","12984","1717"
"1686",1984,"03","AZ STATE GOVT","25499","785"
"1687",1984,"04","AR STATE GOVT","25689","957"
"1688",1984,"05","CA STATE GOVT","137386","29453"
"1689",1984,"06","CO STATE GOVT","24900","2350"
"1690",1984,"07","CT STATE GOVT","31144","6263"
"1691",1984,"08","DE STATE GOVT","4996","558"
"1692",1984,"10","FL STATE GOVT","395505","17356"
"1693",1984,"11","GA STATE GOVT","105820","1947"
"1694",1984,"12","HI STATE GOVT","0","0"
"1695",1984,"13","ID STATE GOVT","7143","764"
"1696",1984,"14","IL STATE GOVT","71610","1856"
"1697",1984,"15","IN STATE GOVT","36667","8756"
"1698",1984,"16","IA STATE GOVT","16561","5146"
"1699",1984,"17","KS STATE GOVT","42022","1163"
"1700",1984,"18","KY STATE GOVT","48828","1886"
"1701",1984,"19","LA STATE GOVT","54359","2233"
"1702",1984,"20","ME STATE GOVT","30950","1582"
"1703",1984,"21","MD STATE GOVT","28688","300"
"1704",1984,"22","MA STATE GOVT","83762","770"
"1705",1984,"23","MI STATE GOVT","98114","20175"
"1706",1984,"24","MN STATE GOVT","53566","474"
"1707",1984,"25","MS STATE GOVT","34969","2488"
"1708",1984,"26","MO STATE GOVT","24512","2242"
"1709",1984,"27","MT STATE GOVT","14760","1530"
"1710",1984,"28","NE STATE GOVT","13559","253"
"1711",1984,"29","NV STATE GOVT","13187","27"
"1712",1984,"30","NH STATE GOVT","9300","2046"
"1713",1984,"31","NJ STATE GOVT","59327","5215"
"1714",1984,"32","NM STATE GOVT","16768","1243"
"1715",1984,"33","NY STATE GOVT","171568","62875"
"1716",1984,"34","NC STATE GOVT","117810","2099"
"1717",1984,"35","ND STATE GOVT","6362","251"
"1718",1984,"36","OH STATE GOVT","71128","16190"
"1719",1984,"37","OK STATE GOVT","39626","2185"
"1720",1984,"38","OR STATE GOVT","10595","1935"
"1721",1984,"39","PA STATE GOVT","132367","11397"
"1722",1984,"40","RI STATE GOVT","7642","159"
"1723",1984,"41","SC STATE GOVT","98836","3758"
"1724",1984,"42","SD STATE GOVT","9775","204"
"1725",1984,"43","TN STATE GOVT","60711","1364"
"1726",1984,"44","TX STATE GOVT","284804","20956"
"1727",1984,"45","UT STATE GOVT","13488","273"
"1728",1984,"46","VT STATE GOVT","14335","540"
"1729",1984,"47","VA STATE GOVT","90646","3418"
"1730",1984,"48","WA STATE GOVT","104421","7598"
"1731",1984,"49","WV STATE GOVT","6800","2148"
"1732",1984,"50","WI STATE GOVT","44963","202"
"1733",1984,"51","WY STATE GOVT","1481","10"
"1734",1983,"00","US STATE GOVTS","2743092","223470"
"1735",1983,"01","AL STATE GOVT","88368","1702"
"1736",1983,"02","AK STATE GOVT","10413","1593"
"1737",1983,"03","AZ STATE GOVT","23712","2870"
"1738",1983,"04","AR STATE GOVT","23888","1046"
"1739",1983,"05","CA STATE GOVT","136172","33455"
"1740",1983,"06","CO STATE GOVT","24543","2228"
"1741",1983,"07","CT STATE GOVT","26237","6257"
"1742",1983,"08","DE STATE GOVT","5111","516"
"1743",1983,"10","FL STATE GOVT","316644","16695"
"1744",1983,"11","GA STATE GOVT","101871","1759"
"1745",1983,"12","HI STATE GOVT","9299","0"
"1746",1983,"13","ID STATE GOVT","8092","718"
"1747",1983,"14","IL STATE GOVT","73394","1999"
"1748",1983,"15","IN STATE GOVT","33945","7709"
"1749",1983,"16","IA STATE GOVT","16728","5097"
"1750",1983,"17","KS STATE GOVT","34599","1145"
"1751",1983,"18","KY STATE GOVT","49408","2157"
"1752",1983,"19","LA STATE GOVT","55950","2199"
"1753",1983,"20","ME STATE GOVT","30716","1522"
"1754",1983,"21","MD STATE GOVT","28984","279"
"1755",1983,"22","MA STATE GOVT","82709","670"
"1756",1983,"23","MI STATE GOVT","96751","20004"
"1757",1983,"24","MN STATE GOVT","53093","507"
"1758",1983,"25","MS STATE GOVT","34650","2571"
"1759",1983,"26","MO STATE GOVT","24243","2207"
"1760",1983,"27","MT STATE GOVT","15071","1344"
"1761",1983,"28","NE STATE GOVT","13774","175"
"1762",1983,"29","NV STATE GOVT","11564","24"
"1763",1983,"30","NH STATE GOVT","5991","1903"
"1764",1983,"31","NJ STATE GOVT","59716","3434"
"1765",1983,"32","NM STATE GOVT","17146","943"
"1766",1983,"33","NY STATE GOVT","142292","34257"
"1767",1983,"34","NC STATE GOVT","116465","1797"
"1768",1983,"35","ND STATE GOVT","6427","234"
"1769",1983,"36","OH STATE GOVT","70359","16167"
"1770",1983,"37","OK STATE GOVT","38476","1038"
"1771",1983,"38","OR STATE GOVT","10587","1570"
"1772",1983,"39","PA STATE GOVT","135401","11460"
"1773",1983,"40","RI STATE GOVT","7609","152"
"1774",1983,"41","SC STATE GOVT","101393","4186"
"1775",1983,"42","SD STATE GOVT","9190","120"
"1776",1983,"43","TN STATE GOVT","59113","1378"
"1777",1983,"44","TX STATE GOVT","272345","13242"
"1778",1983,"45","UT STATE GOVT","11176","210"
"1779",1983,"46","VT STATE GOVT","14070","504"
"1780",1983,"47","VA STATE GOVT","78487","3151"
"1781",1983,"48","WA STATE GOVT","105460","6921"
"1782",1983,"49","WV STATE GOVT","6723","2231"
"1783",1983,"50","WI STATE GOVT","42557","110"
"1784",1983,"51","WY STATE GOVT","2180","14"
"1785",1982,"00","US STATE GOVTS","2722195","213789"
"1786",1982,"01","AL STATE GOVT","104364","4259"
"1787",1982,"02","AK STATE GOVT","8978","1548"
"1788",1982,"03","AZ STATE GOVT","23341","1370"
"1789",1982,"04","AR STATE GOVT","23308","772"
"1790",1982,"05","CA STATE GOVT","140597","27169"
"1791",1982,"06","CO STATE GOVT","25337","2197"
"1792",1982,"07","CT STATE GOVT","25827","6165"
"1793",1982,"08","DE STATE GOVT","5036","459"
"1794",1982,"10","FL STATE GOVT","312752","19719"
"1795",1982,"11","GA STATE GOVT","97990","1695"
"1796",1982,"12","HI STATE GOVT","7701","0"
"1797",1982,"13","ID STATE GOVT","8164","727"
"1798",1982,"14","IL STATE GOVT","75332","1823"
"1799",1982,"15","IN STATE GOVT","34387","8794"
"1800",1982,"16","IA STATE GOVT","16399","4850"
"1801",1982,"17","KS STATE GOVT","34400","1096"
"1802",1982,"18","KY STATE GOVT","16850","1623"
"1803",1982,"19","LA STATE GOVT","57456","2170"
"1804",1982,"20","ME STATE GOVT","30194","1432"
"1805",1982,"21","MD STATE GOVT","32119","261"
"1806",1982,"22","MA STATE GOVT","85059","770"
"1807",1982,"23","MI STATE GOVT","96304","19181"
"1808",1982,"24","MN STATE GOVT","55283","496"
"1809",1982,"25","MS STATE GOVT","35047","2555"
"1810",1982,"26","MO STATE GOVT","25022","2074"
"1811",1982,"27","MT STATE GOVT","14844","1465"
"1812",1982,"28","NE STATE GOVT","13873","173"
"1813",1982,"29","NV STATE GOVT","11776","23"
"1814",1982,"30","NH STATE GOVT","5350","2290"
"1815",1982,"31","NJ STATE GOVT","59116","3193"
"1816",1982,"32","NM STATE GOVT","15912","851"
"1817",1982,"33","NY STATE GOVT","147000","33388"
"1818",1982,"34","NC STATE GOVT","115728","1722"
"1819",1982,"35","ND STATE GOVT","6021","223"
"1820",1982,"36","OH STATE GOVT","73682","15277"
"1821",1982,"37","OK STATE GOVT","45422","1234"
"1822",1982,"38","OR STATE GOVT","10836","1413"
"1823",1982,"39","PA STATE GOVT","142157","11142"
"1824",1982,"40","RI STATE GOVT","7418","145"
"1825",1982,"41","SC STATE GOVT","91574","3190"
"1826",1982,"42","SD STATE GOVT","8800","120"
"1827",1982,"43","TN STATE GOVT","57828","1333"
"1828",1982,"44","TX STATE GOVT","267682","12068"
"1829",1982,"45","UT STATE GOVT","8161","229"
"1830",1982,"46","VT STATE GOVT","14450","466"
"1831",1982,"47","VA STATE GOVT","72768","2125"
"1832",1982,"48","WA STATE GOVT","98666","6629"
"1833",1982,"49","WV STATE GOVT","6556","1783"
"1834",1982,"50","WI STATE GOVT","47173","95"
"1835",1982,"51","WY STATE GOVT","2155","7"
"1836",1981,"00","US STATE GOVTS","2613421","212418"
"1837",1981,"01","AL STATE GOVT","91642","2157"
"1838",1981,"02","AK STATE GOVT","8326","1494"
"1839",1981,"03","AZ STATE GOVT","22801","3532"
"1840",1981,"04","AR STATE GOVT","22859","848"
"1841",1981,"05","CA STATE GOVT","141752","35507"
"1842",1981,"06","CO STATE GOVT","24075","1946"
"1843",1981,"07","CT STATE GOVT","25685","6001"
"1844",1981,"08","DE STATE GOVT","5334","478"
"1845",1981,"10","FL STATE GOVT","300845","14319"
"1846",1981,"11","GA STATE GOVT","97336","1119"
"1847",1981,"12","HI STATE GOVT","6964","0"
"1848",1981,"13","ID STATE GOVT","7539","710"
"1849",1981,"14","IL STATE GOVT","76733","1782"
"1850",1981,"15","IN STATE GOVT","35380","8782"
"1851",1981,"16","IA STATE GOVT","17019","4817"
"1852",1981,"17","KS STATE GOVT","32479","1060"
"1853",1981,"18","KY STATE GOVT","16231","1769"
"1854",1981,"19","LA STATE GOVT","54422","2143"
"1855",1981,"20","ME STATE GOVT","28637","1401"
"1856",1981,"21","MD STATE GOVT","29787","244"
"1857",1981,"22","MA STATE GOVT","84747","1643"
"1858",1981,"23","MI STATE GOVT","92793","19329"
"1859",1981,"24","MN STATE GOVT","55501","392"
"1860",1981,"25","MS STATE GOVT","33611","1184"
"1861",1981,"26","MO STATE GOVT","25302","1987"
"1862",1981,"27","MT STATE GOVT","14683","1448"
"1863",1981,"28","NE STATE GOVT","12939","163"
"1864",1981,"29","NV STATE GOVT","11369","23"
"1865",1981,"30","NH STATE GOVT","4701","1008"
"1866",1981,"31","NJ STATE GOVT","58919","3000"
"1867",1981,"32","NM STATE GOVT","8224","458"
"1868",1981,"33","NY STATE GOVT","148159","34293"
"1869",1981,"34","NC STATE GOVT","110841","1476"
"1870",1981,"35","ND STATE GOVT","6578","221"
"1871",1981,"36","OH STATE GOVT","93368","15064"
"1872",1981,"37","OK STATE GOVT","41233","1004"
"1873",1981,"38","OR STATE GOVT","10450","1301"
"1874",1981,"39","PA STATE GOVT","124829","9102"
"1875",1981,"40","RI STATE GOVT","7530","136"
"1876",1981,"41","SC STATE GOVT","88652","2997"
"1877",1981,"42","SD STATE GOVT","7915","150"
"1878",1981,"43","TN STATE GOVT","52865","1249"
"1879",1981,"44","TX STATE GOVT","236521","11255"
"1880",1981,"45","UT STATE GOVT","7810","148"
"1881",1981,"46","VT STATE GOVT","13571","433"
"1882",1981,"47","VA STATE GOVT","78294","1982"
"1883",1981,"48","WA STATE GOVT","88286","4058"
"1884",1981,"49","WV STATE GOVT","5124","6715"
"1885",1981,"50","WI STATE GOVT","41555","83"
"1886",1981,"51","WY STATE GOVT","1205","7"
"1887",1980,"00","US STATE GOVTS","2477569","179026"
"1888",1980,"01","AL STATE GOVT","87493","316"
"1889",1980,"02","AK STATE GOVT","7366","1029"
"1890",1980,"03","AZ STATE GOVT","22093","1840"
"1891",1980,"04","AR STATE GOVT","22042","846"
"1892",1980,"05","CA STATE GOVT","138902","18742"
"1893",1980,"06","CO STATE GOVT","23627","1880"
"1894",1980,"07","CT STATE GOVT","24879","5790"
"1895",1980,"08","DE STATE GOVT","4745","479"
"1896",1980,"10","FL STATE GOVT","283008","13821"
"1897",1980,"11","GA STATE GOVT","96473","1065"
"1898",1980,"12","HI STATE GOVT","12948","0"
"1899",1980,"13","ID STATE GOVT","7749","682"
"1900",1980,"14","IL STATE GOVT","76675","837"
"1901",1980,"15","IN STATE GOVT","34020","8498"
"1902",1980,"16","IA STATE GOVT","16403","4720"
"1903",1980,"17","KS STATE GOVT","29524","993"
"1904",1980,"18","KY STATE GOVT","16071","1294"
"1905",1980,"19","LA STATE GOVT","50944","1943"
"1906",1980,"20","ME STATE GOVT","26357","1332"
"1907",1980,"21","MD STATE GOVT","29227","246"
"1908",1980,"22","MA STATE GOVT","80631","563"
"1909",1980,"23","MI STATE GOVT","90257","21159"
"1910",1980,"24","MN STATE GOVT","54201","330"
"1911",1980,"25","MS STATE GOVT","31411","1151"
"1912",1980,"26","MO STATE GOVT","24958","1881"
"1913",1980,"27","MT STATE GOVT","14207","1199"
"1914",1980,"28","NE STATE GOVT","12425","124"
"1915",1980,"29","NV STATE GOVT","10888","12"
"1916",1980,"30","NH STATE GOVT","4544","976"
"1917",1980,"31","NJ STATE GOVT","55492","2875"
"1918",1980,"32","NM STATE GOVT","7713","404"
"1919",1980,"33","NY STATE GOVT","149678","34440"
"1920",1980,"34","NC STATE GOVT","104753","1337"
"1921",1980,"35","ND STATE GOVT","6352","218"
"1922",1980,"36","OH STATE GOVT","75531","12024"
"1923",1980,"37","OK STATE GOVT","37334","1161"
"1924",1980,"38","OR STATE GOVT","10262","1187"
"1925",1980,"39","PA STATE GOVT","120986","9003"
"1926",1980,"40","RI STATE GOVT","7420","134"
"1927",1980,"41","SC STATE GOVT","85082","2380"
"1928",1980,"42","SD STATE GOVT","7744","120"
"1929",1980,"43","TN STATE GOVT","49916","1281"
"1930",1980,"44","TX STATE GOVT","200465","10293"
"1931",1980,"45","UT STATE GOVT","5870","132"
"1932",1980,"46","VT STATE GOVT","13106","455"
"1933",1980,"47","VA STATE GOVT","76397","1732"
"1934",1980,"48","WA STATE GOVT","81173","3216"
"1935",1980,"49","WV STATE GOVT","5610","2794"
"1936",1980,"50","WI STATE GOVT","40784","83"
"1937",1980,"51","WY STATE GOVT","1833","9"
"1938",1979,"00","US STATE GOVTS","2400322","179418"
"1939",1979,"01","AL STATE GOVT","80198","3021"
"1940",1979,"02","AK STATE GOVT","7378","1050"
"1941",1979,"03","AZ STATE GOVT","21056","3995"
"1942",1979,"04","AR STATE GOVT","20485","783"
"1943",1979,"05","CA STATE GOVT","140075","25878"
"1944",1979,"06","CO STATE GOVT","24502","1846"
"1945",1979,"07","CT STATE GOVT","25423","5719"
"1946",1979,"08","DE STATE GOVT","4585","435"
"1947",1979,"10","FL STATE GOVT","268851","13398"
"1948",1979,"11","GA STATE GOVT","90306","1040"
"1949",1979,"12","HI STATE GOVT","20434","0"
"1950",1979,"13","ID STATE GOVT","7462","662"
"1951",1979,"14","IL STATE GOVT","76961","1051"
"1952",1979,"15","IN STATE GOVT","33435","9511"
"1953",1979,"16","IA STATE GOVT","16474","4681"
"1954",1979,"17","KS STATE GOVT","23769","933"
"1955",1979,"18","KY STATE GOVT","15855","1281"
"1956",1979,"19","LA STATE GOVT","50157","2014"
"1957",1979,"20","ME STATE GOVT","25736","1273"
"1958",1979,"21","MD STATE GOVT","28979","252"
"1959",1979,"22","MA STATE GOVT","79980","547"
"1960",1979,"23","MI STATE GOVT","85077","10277"
"1961",1979,"24","MN STATE GOVT","53609","325"
"1962",1979,"25","MS STATE GOVT","31975","2112"
"1963",1979,"26","MO STATE GOVT","25014","1846"
"1964",1979,"27","MT STATE GOVT","14497","407"
"1965",1979,"28","NE STATE GOVT","11958","136"
"1966",1979,"29","NV STATE GOVT","11072","22"
"1967",1979,"30","NH STATE GOVT","4491","1101"
"1968",1979,"31","NJ STATE GOVT","54463","2654"
"1969",1979,"32","NM STATE GOVT","7591","376"
"1970",1979,"33","NY STATE GOVT","149689","34316"
"1971",1979,"34","NC STATE GOVT","98279","1205"
"1972",1979,"35","ND STATE GOVT","6442","227"
"1973",1979,"36","OH STATE GOVT","74775","11943"
"1974",1979,"37","OK STATE GOVT","37463","1425"
"1975",1979,"38","OR STATE GOVT","9635","1108"
"1976",1979,"39","PA STATE GOVT","117198","8997"
"1977",1979,"40","RI STATE GOVT","7575","131"
"1978",1979,"41","SC STATE GOVT","83012","2623"
"1979",1979,"42","SD STATE GOVT","7543","143"
"1980",1979,"43","TN STATE GOVT","48763","936"
"1981",1979,"44","TX STATE GOVT","181594","10067"
"1982",1979,"45","UT STATE GOVT","5586","128"
"1983",1979,"46","VT STATE GOVT","12913","456"
"1984",1979,"47","VA STATE GOVT","73317","1674"
"1985",1979,"48","WA STATE GOVT","78104","3334"
"1986",1979,"49","WV STATE GOVT","6005","1988"
"1987",1979,"50","WI STATE GOVT","39062","82"
"1988",1979,"51","WY STATE GOVT","1519","9"
"1989",1978,"00","US STATE GOVTS","2286383","171487"
"1990",1978,"01","AL STATE GOVT","75847","2654"
"1991",1978,"02","AK STATE GOVT","7572","1006"
"1992",1978,"03","AZ STATE GOVT","19149","1205"
"1993",1978,"04","AR STATE GOVT","19910","796"
"1994",1978,"05","CA STATE GOVT","132086","23090"
"1995",1978,"06","CO STATE GOVT","21079","1714"
"1996",1978,"07","CT STATE GOVT","25291","5429"
"1997",1978,"08","DE STATE GOVT","4538","426"
"1998",1978,"10","FL STATE GOVT","245542","12956"
"1999",1978,"11","GA STATE GOVT","88481","988"
"2000",1978,"12","HI STATE GOVT","18044","0"
"2001",1978,"13","ID STATE GOVT","7066","644"
"2002",1978,"14","IL STATE GOVT","76366","1166"
"2003",1978,"15","IN STATE GOVT","31864","7945"
"2004",1978,"16","IA STATE GOVT","15688","4566"
"2005",1978,"17","KS STATE GOVT","23136","856"
"2006",1978,"18","KY STATE GOVT","15108","1278"
"2007",1978,"19","LA STATE GOVT","47527","1914"
"2008",1978,"20","ME STATE GOVT","25485","1240"
"2009",1978,"21","MD STATE GOVT","28060","239"
"2010",1978,"22","MA STATE GOVT","79631","523"
"2011",1978,"23","MI STATE GOVT","85784","13647"
"2012",1978,"24","MN STATE GOVT","52643","342"
"2013",1978,"25","MS STATE GOVT","26611","2030"
"2014",1978,"26","MO STATE GOVT","24370","1775"
"2015",1978,"27","MT STATE GOVT","10861","1159"
"2016",1978,"28","NE STATE GOVT","11662","135"
"2017",1978,"29","NV STATE GOVT","11136","21"
"2018",1978,"30","NH STATE GOVT","4220","822"
"2019",1978,"31","NJ STATE GOVT","54950","2905"
"2020",1978,"32","NM STATE GOVT","7697","346"
"2021",1978,"33","NY STATE GOVT","150590","34975"
"2022",1978,"34","NC STATE GOVT","92258","812"
"2023",1978,"35","ND STATE GOVT","6198","206"
"2024",1978,"36","OH STATE GOVT","71674","11770"
"2025",1978,"37","OK STATE GOVT","36460","822"
"2026",1978,"38","OR STATE GOVT","8087","1059"
"2027",1978,"39","PA STATE GOVT","110277","8931"
"2028",1978,"40","RI STATE GOVT","7490","130"
"2029",1978,"41","SC STATE GOVT","79072","2116"
"2030",1978,"42","SD STATE GOVT","7317","123"
"2031",1978,"43","TN STATE GOVT","45742","906"
"2032",1978,"44","TX STATE GOVT","164062","8511"
"2033",1978,"45","UT STATE GOVT","5044","128"
"2034",1978,"46","VT STATE GOVT","12265","450"
"2035",1978,"47","VA STATE GOVT","68608","1603"
"2036",1978,"48","WA STATE GOVT","74557","3304"
"2037",1978,"49","WV STATE GOVT","5570","1732"
"2038",1978,"50","WI STATE GOVT","42293","82"
"2039",1978,"51","WY STATE GOVT","1415","10"
"2040",1977,"00","US STATE GOVTS","2119750","176792"
"2041",1977,"01","AL STATE GOVT","71249","2409"
"2042",1977,"02","AK STATE GOVT","7978","950"
"2043",1977,"03","AZ STATE GOVT","17780","1581"
"2044",1977,"04","AR STATE GOVT","18430","765"
"2045",1977,"05","CA STATE GOVT","127459","31387"
"2046",1977,"06","CO STATE GOVT","19920","1651"
"2047",1977,"07","CT STATE GOVT","24297","5319"
"2048",1977,"08","DE STATE GOVT","4372","433"
"2049",1977,"10","FL STATE GOVT","187075","12757"
"2050",1977,"11","GA STATE GOVT","76347","773"
"2051",1977,"12","HI STATE GOVT","16222","0"
"2052",1977,"13","ID STATE GOVT","6617","619"
"2053",1977,"14","IL STATE GOVT","76307","1211"
"2054",1977,"15","IN STATE GOVT","28310","6559"
"2055",1977,"16","IA STATE GOVT","14748","4492"
"2056",1977,"17","KS STATE GOVT","17311","838"
"2057",1977,"18","KY STATE GOVT","14924","1281"
"2058",1977,"19","LA STATE GOVT","45308","1808"
"2059",1977,"20","ME STATE GOVT","24350","1201"
"2060",1977,"21","MD STATE GOVT","28200","231"
"2061",1977,"22","MA STATE GOVT","77084","540"
"2062",1977,"23","MI STATE GOVT","80043","11728"
"2063",1977,"24","MN STATE GOVT","50502","344"
"2064",1977,"25","MS STATE GOVT","28116","1813"
"2065",1977,"26","MO STATE GOVT","23288","1691"
"2066",1977,"27","MT STATE GOVT","9135","1328"
"2067",1977,"28","NE STATE GOVT","10339","132"
"2068",1977,"29","NV STATE GOVT","10536","22"
"2069",1977,"30","NH STATE GOVT","4087","564"
"2070",1977,"31","NJ STATE GOVT","53825","2880"
"2071",1977,"32","NM STATE GOVT","6596","311"
"2072",1977,"33","NY STATE GOVT","150194","36413"
"2073",1977,"34","NC STATE GOVT","86763","535"
"2074",1977,"35","ND STATE GOVT","6243","212"
"2075",1977,"36","OH STATE GOVT","71997","11744"
"2076",1977,"37","OK STATE GOVT","33948","992"
"2077",1977,"38","OR STATE GOVT","5965","1008"
"2078",1977,"39","PA STATE GOVT","106360","8884"
"2079",1977,"40","RI STATE GOVT","7180","102"
"2080",1977,"41","SC STATE GOVT","74078","2345"
"2081",1977,"42","SD STATE GOVT","6967","125"
"2082",1977,"43","TN STATE GOVT","42500","901"
"2083",1977,"44","TX STATE GOVT","151432","8929"
"2084",1977,"45","UT STATE GOVT","5377","98"
"2085",1977,"46","VT STATE GOVT","12211","428"
"2086",1977,"47","VA STATE GOVT","63974","1527"
"2087",1977,"48","WA STATE GOVT","68036","3149"
"2088",1977,"49","WV STATE GOVT","5829","1691"
"2089",1977,"50","WI STATE GOVT","38661","81"
"2090",1977,"51","WY STATE GOVT","1280","10"
"2091",1976,"00","US STATE GOVTS","2057193","153962"
"2092",1976,"01","AL STATE GOVT","67990","2961"
"2093",1976,"02","AK STATE GOVT","7842","920"
"2094",1976,"03","AZ STATE GOVT","17139","1530"
"2095",1976,"04","AR STATE GOVT","17636","734"
"2096",1976,"05","CA STATE GOVT","125348","19853"
